year,month,app_name,cust_vol_mn,cust_val_cr,b2c_vol_mn,b2c_val_cr,b2b_vol_mn,b2b_val_cr,onus_vol_mn,onus_val_cr,total_vol_mn,total_val_cr,app_name_std
2023,8,Punjab Sind Bank Apps,0.03,12.74,0.0,0.0,0.0,0.0,0.0,0.0,0.03,12.74,Punjab Sind Bank Apps
2023,8,DHANI,0.03,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4.2,DHANI
2023,8,Utkarsh Small Finance Bank Apps,0.02,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.02,6.67,Utkarsh Small Finance Bank Apps
2023,8,Jammu and Kashmir Bank Apps,0.01,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.8,Jammu and Kashmir Bank Apps
2023,8,DIGIKHATA,0.01,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.81,DIGIKHATA
2023,8,ZOICICI,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,ZOICICI
2023,8,Dhanlaxmi Bank Apps,0.01,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.02,Dhanlaxmi Bank Apps
2023,8,GoIbibo,0.01,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.99,GoIbibo
2023,8,SURYODAY,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,SURYODAY
2023,8,Bandhan Bank Apps,0.01,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.87,Bandhan Bank Apps
2023,8,Others,0.03,8.45,0.0,0.0,0.0,0.01,0.0,0.0,0.03,8.46,Others
2023,12,PhonePe,5642.66,901006.65,0.0,0.0,0.0,0.0,0.0,0.0,5642.66,901006.65,PhonePe
2023,12,Google Pay,4375.29,629285.36,0.0,0.0,0.0,0.0,0.0,0.0,4375.29,629285.36,Google Pay
2023,12,Paytm Payments Bank App,1442.58,165694.96,4.38,8.39,0.75,1342.34,125.89,24510.03,1573.61,191555.71,Paytm
2023,12,Cred,105.31,37293.27,0.0,0.0,0.0,0.0,0.0,0.0,105.31,37293.27,CRED
2023,12,Axis Bank Apps,13.29,2657.21,73.58,3439.12,0.03,3.68,0.0,0.0,86.9,6100.01,Axis Bank
2023,12,Amazon Pay,54.16,5982.84,0.0,0.0,0.0,0.0,0.0,0.0,54.16,5982.84,Amazon Pay
2023,12,ICICI Bank Apps,28.73,11167.31,4.46,534.86,6.9,9182.39,0.0,0.0,40.09,20884.56,ICICI Bank
2023,12,Fampay,34.23,392.53,0.0,0.0,0.0,0.0,0.0,0.0,34.23,392.53,Fampay
2023,12,Yes Bank Apps,27.99,12305.58,0.0,0.0,0.37,63.28,0.0,0.0,28.37,12368.87,Yes Bank Apps
2023,12,Kotak Mahindra Bank Apps,26.36,4738.2,0.0,0.0,0.0,0.0,0.0,0.0,26.36,4738.2,Kotak Mahindra Bank Apps
2023,12,WhatsApp,25.25,2113.01,0.0,0.0,0.0,0.0,0.0,0.0,25.25,2113.01,WhatsApp Pay
2023,12,BHIM,24.3,8431.47,0.0,0.0,0.0,0.0,0.0,0.0,24.3,8431.47,BHIM
2023,12,HDFC Bank Apps,23.68,6095.52,0.0,0.0,0.0,0.03,0.0,0.0,23.68,6095.54,HDFC Bank
2023,12,Bajaj Finserv,18.08,2580.43,0.0,0.0,0.0,0.0,0.0,0.0,18.08,2580.43,Bajaj Finserv
2023,12,Airtel Payments Bank Apps,12.26,851.64,0.0,0.0,0.0,0.0,0.28,31.71,12.54,883.36,Airtel Payments Bank Apps
2023,12,Groww,6.58,4039.81,0.0,0.0,0.0,0.0,0.0,0.0,6.58,4039.81,Groww
2023,12,State Bank of India Apps,6.13,2362.05,0.0,0.0,0.03,0.85,0.0,0.0,6.16,2362.9,State Bank of India Apps
2023,12,Samsung Pay,6.08,557.26,0.0,0.0,0.0,0.0,0.0,0.0,6.08,557.26,Samsung Pay
2023,12,Federal Bank Apps,5.95,745.4,0.0,0.0,0.0,0.01,0.0,0.0,5.95,745.41,Federal Bank Apps
2023,12,IDFC Bank Apps,5.24,1306.5,0.0,0.0,0.0,0.0,0.0,0.0,5.24,1306.5,IDFC Bank Apps
2023,12,Mobikwik,4.95,1580.3,0.0,0.0,0.0,0.0,0.0,0.0,4.95,1580.3,Mobikwik
2023,12,India Post Payments Bank Apps,4.87,454.5,0.0,0.0,0.0,0.0,0.0,0.0,4.87,454.5,India Post Payments Bank Apps
2023,12,Jupiter,4.86,656.67,0.0,0.0,0.0,0.0,0.0,0.0,4.86,656.67,Jupiter
2023,12,Deutsche Bank Apps,3.71,223.34,0.0,0.0,0.0,0.03,0.0,0.0,3.71,223.36,Deutsche Bank Apps
2023,12,Standard Chartered Bank Apps,3.17,249.27,0.0,0.0,0.47,157.36,0.0,0.0,3.63,406.63,Standard Chartered Bank Apps
2023,12,Canara Bank Apps,2.55,719.5,0.0,0.0,0.0,0.0,0.0,0.0,2.55,719.5,Canara Bank Apps
2023,12,RBL Bank Apps,1.93,697.43,0.0,0.01,0.21,55.79,0.0,0.0,2.14,753.23,RBL Bank Apps
2023,12,slice,1.96,403.07,0.0,0.0,0.0,0.0,0.0,0.0,1.96,403.07,slice
2023,12,Jio Payments Bank Apps,1.35,125.06,0.0,0.0,0.0,0.0,0.0,0.0,1.35,125.06,Jio Payments Bank Apps
2023,12,Punjab National Bank Apps,1.26,276.47,0.0,0.0,0.0,0.0,0.0,0.0,1.26,276.47,Punjab National Bank Apps
2023,12,Omnicard,1.16,36.26,0.0,0.0,0.0,0.0,0.0,0.0,1.16,36.26,Omnicard
2023,12,Bank of Baroda Apps,1.05,453.4,0.0,0.0,0.0,10.68,0.0,0.0,1.05,464.08,Bank of Baroda Apps
2023,12,IndusInd Bank Apps,1.05,203.58,0.0,0.0,0.0,0.0,0.0,0.0,1.05,203.58,IndusInd Bank Apps
2023,12,Union Bank Apps,1.02,405.74,0.0,0.0,0.0,0.0,0.0,0.0,1.02,405.74,Union Bank Apps
2023,12,SLICE,0.95,32.65,0.0,0.0,0.0,0.0,0.0,0.0,0.95,32.65,SLICE
2023,12,DBS Digibank Apps,0.78,245.47,0.0,0.0,0.0,1.47,0.0,0.0,0.79,246.94,DBS Digibank Apps
2023,12,GoKiwi,0.77,104.27,0.0,0.0,0.0,0.0,0.0,0.0,0.77,104.27,GoKiwi
2023,12,Karnataka Bank Apps,0.72,144.87,0.0,0.0,0.0,0.01,0.0,0.0,0.72,144.89,Karnataka Bank Apps
2023,12,Navi,0.69,43.86,0.0,0.0,0.0,0.0,0.0,0.0,0.69,43.86,Navi
2023,12,AU Small Finance Bank Apps,0.68,252.89,0.0,0.0,0.0,0.0,0.0,0.0,0.68,252.89,AU Small Finance Bank Apps
2023,12,Central Bank of India Apps,0.58,136.84,0.0,0.0,0.0,0.0,0.0,0.0,0.58,136.84,Central Bank of India Apps
2023,12,Indian Bank Apps,0.4,98.27,0.0,0.0,0.0,8.79,0.0,0.0,0.4,107.06,Indian Bank Apps
2023,12,Shriram One,0.33,19.47,0.0,0.0,0.0,0.0,0.0,0.0,0.33,19.47,Shriram One
2023,12,Bajaj Pay Wallet,0.32,72.38,0.0,0.0,0.0,0.0,0.0,0.0,0.32,72.38,Bajaj Pay Wallet
2023,12,South Indian Bank Apps,0.3,86.96,0.0,0.0,0.0,0.0,0.0,0.0,0.3,86.96,South Indian Bank Apps
2023,12,Bank of India Apps,0.29,103.82,0.0,0.0,0.0,0.0,0.0,0.0,0.29,103.82,Bank of India Apps
2023,12,UCO Bank Apps,0.29,94.81,0.0,0.0,0.0,0.0,0.0,0.0,0.29,94.81,UCO Bank Apps
2023,12,Mobikwik,0.28,38.53,0.0,0.0,0.0,0.0,0.0,0.0,0.28,38.53,Mobikwik
2023,12,Fino Payments bank Apps,0.27,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.27,26.7,Fino Payments bank Apps
2023,12,INDIE - Indus Ind,0.2,35.32,0.0,0.0,0.0,0.0,0.0,0.0,0.2,35.32,INDIE - Indus Ind
2023,12,HSBC Bank Apps,0.2,123.63,0.0,0.08,0.0,0.0,0.0,0.0,0.2,123.7,HSBC Bank Apps
2023,12,Tamilnad Mercantile Bank Apps,0.11,31.47,0.0,0.0,0.0,0.0,0.0,0.0,0.11,31.47,Tamilnad Mercantile Bank Apps
2023,12,Indian Overseas Bank Apps,0.11,27.85,0.0,0.0,0.0,0.0,0.0,0.0,0.11,27.85,Indian Overseas Bank Apps
2023,12,Ultracash,0.08,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.08,5.06,Ultracash
2023,12,TataNeu,0.08,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.08,10.49,TataNeu
2023,12,IDBI Bank Apps,0.07,38.61,0.0,0.0,0.0,0.0,0.0,0.0,0.07,38.61,IDBI Bank Apps
2023,12,City Union Bank Apps,0.07,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.07,22.76,City Union Bank Apps
2023,12,DIGIKHATA,0.07,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.07,25.8,DIGIKHATA
2023,12,PAYTMWALLET,0.07,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.07,4.53,PAYTMWALLET
2023,12,Citi Bank Apps,0.07,70.44,0.0,0.0,0.0,0.0,0.0,0.0,0.07,70.44,Citi Bank Apps
2023,12,Fave,0.06,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4.28,Fave
2023,12,FIFEDERAL,0.05,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.05,7.12,FIFEDERAL
2023,12,Bank of Maharashtra Apps,0.04,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,8.1,Bank of Maharashtra Apps
2023,12,MakeMyTrip,0.04,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,22.2,MakeMyTrip
2023,12,NSDL Payments Bank Apps,0.04,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.04,6.36,NSDL Payments Bank Apps
2023,12,Karur Vysya Bank Apps,0.04,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.04,13.69,Karur Vysya Bank Apps
2023,12,Equitas Small Finance Bank Apps,0.03,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.03,21.86,Equitas Small Finance Bank Apps
2023,12,Allahabad Bank Apps,0.03,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,7.01,Allahabad Bank Apps
2023,12,DHANI,0.03,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.01,DHANI
2023,12,CBDC Apps,0.72,25.12,0.0,0.0,0.05,0.8,0.0,0.0,0.77,25.91,CBDC Apps
2023,12,Other,0.12,38.33,0.0,0.0,0.0,0.0,0.0,0.0,0.12,38.33,Other
2023,2,Airtel Payments Bank Apps,8.71,730.35,0.0,0.0,0.0,0.01,0.0,0.09,8.71,730.45,Airtel Payments Bank Apps
2023,2,Allahabad Bank Apps,0.03,8.47,0.0,0.0,0.0,0.0,0.0,0.0,0.03,8.47,Allahabad Bank Apps
2023,2,Amazon Pay,47.8,4981.82,0.0,0.0,0.0,0.0,0.0,0.0,47.8,4981.82,Amazon Pay
2023,2,AU Small Finance Bank Apps,0.55,165.07,0.0,0.0,0.0,0.0,0.0,0.0,0.55,165.07,AU Small Finance Bank Apps
2023,2,Axis Bank Apps,7.74,1352.53,44.19,58.61,0.03,2.82,0.0,0.0,51.95,1413.95,Axis Bank
2023,2,Bajaj Finserv,5.44,882.75,0.0,0.0,0.0,0.0,0.0,0.0,5.44,882.75,Bajaj Finserv
2023,2,Bandhan Bank Apps,0.01,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.71,Bandhan Bank Apps
2023,2,Bank of Baroda Apps,1.14,408.18,0.0,0.0,0.0,1.15,0.0,0.0,1.14,409.33,Bank of Baroda Apps
2023,2,Bank of India Apps,0.24,68.69,0.0,0.0,0.0,0.0,0.0,0.0,0.24,68.69,Bank of India Apps
2023,2,Bank of Maharashtra Apps,0.07,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.07,19.02,Bank of Maharashtra Apps
2023,2,BHIM,23.21,7158.37,0.0,0.0,0.0,0.0,0.0,0.0,23.21,7158.37,BHIM
2023,2,Bajaj Finserv,0.01,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.43,Bajaj Finserv
2023,2,Canara Bank Apps,1.09,284.23,0.0,0.0,0.0,0.0,0.0,0.0,1.09,284.23,Canara Bank Apps
2023,2,Central Bank of India Apps,0.32,72.05,0.0,0.0,0.0,0.1,0.0,0.0,0.32,72.15,Central Bank of India Apps
2023,2,Citi Bank Apps,0.08,59.37,0.0,0.0,0.0,0.0,0.0,0.0,0.08,59.37,Citi Bank Apps
2023,2,City Union Bank Apps,0.06,15.94,0.0,0.0,0.0,0.0,0.0,0.0,0.06,15.94,City Union Bank Apps
2023,2,Cointab,0.04,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.04,16.4,Cointab
2023,2,Cred,36.57,17902.2,0.0,0.0,0.0,0.0,0.0,0.0,36.57,17902.2,CRED
2023,2,DBS Digibank Apps,0.39,161.51,0.0,0.0,0.0,0.0,0.0,0.0,0.39,161.51,DBS Digibank Apps
2023,2,Deutsche Bank Apps,1.31,112.45,0.0,0.0,0.01,5.9,0.0,0.0,1.32,118.35,Deutsche Bank Apps
2023,2,Transerv,0.02,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3.13,Transerv
2023,2,Dhanlaxmi Bank Apps,0.01,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.67,Dhanlaxmi Bank Apps
2023,2,Equitas Small Finance Bank Apps,0.02,11.41,0.0,0.0,0.0,0.0,0.0,0.0,0.02,11.41,Equitas Small Finance Bank Apps
2023,2,EROUTE,0.17,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17,6.08,EROUTE
2023,2,FamPay PPI,1.6,21.73,0.0,0.0,0.0,0.0,0.0,0.0,1.6,21.73,FamPay PPI
2023,2,Fave,0.11,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.11,7.08,Fave
2023,2,Federal Bank Apps,4.76,590.97,0.0,0.0,0.0,0.0,0.0,0.0,4.76,590.97,Federal Bank Apps
2023,2,Fino Payments bank Apps,0.1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.5,Fino Payments bank Apps
2023,2,Google Pay,2639.55,424442.48,0.0,0.0,0.0,0.0,0.0,0.0,2639.55,424442.48,Google Pay
2023,2,Groww,0.21,158.9,0.0,0.0,0.0,0.0,0.0,0.0,0.21,158.9,Groww
2023,2,HDFC Bank Apps,11.87,3116.03,0.0,0.0,0.0,0.14,0.0,0.0,11.87,3116.17,HDFC Bank
2023,2,HSBC Bank Apps,0.12,73.02,0.0,0.02,0.0,0.0,0.0,0.0,0.12,73.04,HSBC Bank Apps
2023,2,ICICI Bank Apps,28.99,8054.44,5.68,390.6,5.84,6386.36,0.0,0.0,40.52,14831.4,ICICI Bank
2023,2,IDBI Bank Apps,0.07,29.25,0.0,0.0,0.0,0.0,0.0,0.0,0.07,29.25,IDBI Bank Apps
2023,2,IDFC Bank Apps,21.31,2176.07,0.0,0.0,0.98,868.14,0.0,0.0,22.28,3044.21,IDFC Bank Apps
2023,2,India Post Payments Bank Apps,4.05,609.49,0.0,0.0,0.0,0.0,0.0,0.0,4.05,609.49,India Post Payments Bank Apps
2023,2,Indian Bank Apps,0.24,68.44,0.0,0.0,0.0,0.13,0.0,0.0,0.24,68.57,Indian Bank Apps
2023,2,Indian Overseas Bank Apps,0.01,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.31,Indian Overseas Bank Apps
2023,2,IndusInd Bank Apps,0.78,848.43,0.0,0.0,0.0,0.0,0.0,0.0,0.78,848.43,IndusInd Bank Apps
2023,2,Jio Payments Bank Apps,1.5,104.03,0.0,0.0,0.0,0.0,0.0,0.0,1.5,104.03,Jio Payments Bank Apps
2023,2,Jupiter,2.39,314.07,0.0,0.0,0.0,0.0,0.0,0.0,2.39,314.07,Jupiter
2023,2,Karnataka Bank Apps,0.39,88.38,0.0,0.0,0.0,0.0,0.0,0.0,0.39,88.38,Karnataka Bank Apps
2023,2,Karur Vysya Bank Apps,0.04,14.78,0.0,0.0,0.0,0.0,0.0,0.0,0.04,14.78,Karur Vysya Bank Apps
2023,2,Kotak Mahindra Bank Apps,12.09,2521.61,0.0,0.0,0.0,0.03,0.0,0.0,12.09,2521.65,Kotak Mahindra Bank Apps
2023,2,MakeMyTrip,0.05,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.05,22.7,MakeMyTrip
2023,2,Mobikwik,3.39,804.92,0.0,0.0,0.0,0.0,0.0,0.0,3.39,804.92,Mobikwik
2023,2,NSDL Payments Bank Apps,0.02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3.0,NSDL Payments Bank Apps
2023,2,Paytm Payments Bank App,1027.97,116864.36,10.52,17.08,0.43,621.78,98.61,19025.03,1137.53,136528.25,Paytm
2023,2,PhonePe,3519.12,620121.97,0.0,0.0,0.0,0.0,0.0,0.0,3519.12,620121.97,PhonePe
2023,2,Punjab National Bank Apps,0.33,90.01,0.0,0.0,0.0,0.0,0.0,0.0,0.33,90.01,Punjab National Bank Apps
2023,2,Punjab Sind Bank Apps,0.04,12.34,0.0,0.0,0.0,0.0,0.0,0.0,0.04,12.34,Punjab Sind Bank Apps
2023,2,RBL Bank Apps,1.65,487.72,0.0,0.0,0.1,1.72,0.0,0.0,1.74,489.45,RBL Bank Apps
2023,2,Samsung Pay,5.24,488.33,0.0,0.0,0.0,0.0,0.0,0.0,5.24,488.33,Samsung Pay
2023,2,Slash,0.01,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.49,Slash
2023,2,slice,0.47,117.78,0.0,0.0,0.0,0.0,0.0,0.0,0.47,117.78,slice
2023,2,South Indian Bank Apps,0.2,54.81,0.0,0.0,0.0,0.0,0.0,0.0,0.2,54.81,South Indian Bank Apps
2023,2,Standard Chartered Bank Apps,0.14,82.79,0.0,0.0,0.0,0.0,0.0,0.0,0.14,82.79,Standard Chartered Bank Apps
2023,2,State Bank of India Apps,3.72,1753.88,0.0,0.0,0.0,0.05,0.0,0.0,3.72,1753.93,State Bank of India Apps
2023,2,Tamilnad Mercantile Bank Apps,0.06,10.21,0.0,0.0,0.0,0.0,0.0,0.0,0.06,10.21,Tamilnad Mercantile Bank Apps
2023,2,TataNeu,0.13,14.54,0.0,0.0,0.0,0.0,0.0,0.0,0.13,14.54,TataNeu
2023,2,UCO Bank Apps,0.31,97.44,0.0,0.0,0.0,0.0,0.0,0.0,0.31,97.44,UCO Bank Apps
2023,2,Ultracash,0.03,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.67,Ultracash
2023,2,Union Bank Apps,0.71,280.27,0.0,0.0,0.0,0.0,0.0,0.0,0.71,280.27,Union Bank Apps
2023,2,Utkarsh Small Finance Bank Apps,0.02,9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,9.01,Utkarsh Small Finance Bank Apps
2023,2,WhatsApp,11.63,970.67,0.0,0.0,0.0,0.0,0.0,0.0,11.63,970.67,WhatsApp Pay
2023,2,Yes Bank Apps,25.89,7481.18,0.0,0.0,0.66,37.06,0.0,0.0,26.55,7518.24,Yes Bank Apps
2023,2,Others,0.03,9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,9.01,Others
2023,1,Airtel Payments Bank Apps,9.77,834.52,0.0,0.0,0.0,0.02,0.0,0.1,9.77,834.63,Airtel Payments Bank Apps
2023,1,Allahabad Bank Apps,0.03,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.03,9.17,Allahabad Bank Apps
2023,1,Amazon Pay,57.75,5797.03,0.0,0.0,0.0,0.0,0.0,0.0,57.75,5797.03,Amazon Pay
2023,1,AU Small Finance Bank Apps,0.58,181.45,0.0,0.0,0.0,0.0,0.0,0.0,0.58,181.45,AU Small Finance Bank Apps
2023,1,Axis Bank Apps,8.24,1419.65,48.0,43.47,0.03,4.51,0.0,0.0,56.28,1467.64,Axis Bank
2023,1,Bajaj Finserv,5.01,812.4,0.0,0.0,0.0,0.0,0.0,0.0,5.01,812.4,Bajaj Finserv
2023,1,Bajaj Markets,0.01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.5,Bajaj Markets
2023,1,Bandhan Bank Apps,0.01,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.47,Bandhan Bank Apps
2023,1,Bank of Baroda Apps,1.1,423.46,0.0,0.0,0.0,0.0,0.0,0.0,1.1,423.46,Bank of Baroda Apps
2023,1,Bank of India Apps,0.24,70.34,0.0,0.0,0.0,0.0,0.0,0.0,0.24,70.34,Bank of India Apps
2023,1,Bank of Maharashtra Apps,0.08,20.39,0.0,0.0,0.0,0.0,0.0,0.0,0.08,20.39,Bank of Maharashtra Apps
2023,1,BHIM,24.96,8164.65,0.0,0.0,0.0,0.0,0.0,0.0,24.96,8164.65,BHIM
2023,1,Canara Bank Apps,1.08,289.29,0.0,0.0,0.0,0.0,0.0,0.0,1.08,289.29,Canara Bank Apps
2023,1,Central Bank of India Apps,0.31,68.65,0.0,0.0,0.0,0.02,0.0,0.0,0.31,68.68,Central Bank of India Apps
2023,1,Citi Bank Apps,0.12,71.81,0.0,0.0,0.0,0.0,0.0,0.0,0.12,71.81,Citi Bank Apps
2023,1,City Union Bank Apps,0.05,15.51,0.0,0.0,0.0,0.0,0.0,0.0,0.05,15.51,City Union Bank Apps
2023,1,Cointab,0.05,21.16,0.0,0.0,0.0,0.0,0.0,0.0,0.05,21.16,Cointab
2023,1,Cred,35.18,19106.82,0.0,0.0,0.0,0.0,0.0,0.0,35.18,19106.82,CRED
2023,1,DBS Digibank Apps,0.41,174.02,0.0,0.0,0.0,0.0,0.0,0.0,0.41,174.02,DBS Digibank Apps
2023,1,Deutsche Bank Apps,1.3,131.72,0.0,0.0,0.02,18.58,0.0,0.0,1.31,150.29,Deutsche Bank Apps
2023,1,Dhanlaxmi Bank Apps,0.01,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.76,Dhanlaxmi Bank Apps
2023,1,Equitas Small Finance Bank Apps,0.02,13.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,13.02,Equitas Small Finance Bank Apps
2023,1,Eroute,0.08,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.29,Eroute
2023,1,Fampay PPI,12.8,175.63,0.0,0.0,0.0,0.01,0.0,0.0,12.8,175.64,Fampay PPI
2023,1,Fave,0.11,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.11,7.87,Fave
2023,1,Federal Bank Apps,4.72,604.6,0.0,0.0,0.0,0.0,0.0,0.0,4.72,604.61,Federal Bank Apps
2023,1,Fino Payments bank Apps,0.11,7.51,0.0,0.0,0.0,0.0,0.0,0.0,0.11,7.51,Fino Payments bank Apps
2023,1,GoIbibo,0.01,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.6,GoIbibo
2023,1,Google Pay,2782.42,443725.01,0.0,0.0,0.0,0.0,0.0,0.0,2782.42,443725.01,Google Pay
2023,1,Groww,0.19,152.17,0.0,0.0,0.0,0.0,0.0,0.0,0.19,152.17,Groww
2023,1,HDFC Bank Apps,12.3,3324.64,0.0,0.0,0.0,0.16,0.0,0.0,12.3,3324.81,HDFC Bank
2023,1,HSBC Bank Apps,0.13,75.54,0.0,0.04,0.0,0.0,0.0,0.0,0.13,75.58,HSBC Bank Apps
2023,1,ICICI Bank Apps,32.96,8950.32,5.27,376.42,6.9,7761.41,0.0,0.0,45.14,17088.16,ICICI Bank
2023,1,IDBI Bank Apps,0.07,30.81,0.0,0.0,0.0,0.0,0.0,0.0,0.07,30.81,IDBI Bank Apps
2023,1,IDFC Bank Apps,10.82,1635.62,0.0,0.0,0.66,586.58,0.0,0.0,11.47,2222.2,IDFC Bank Apps
2023,1,India Post Payments Bank Apps,5.43,707.37,0.0,0.0,0.0,0.0,0.0,0.0,5.43,707.37,India Post Payments Bank Apps
2023,1,Indian Bank Apps,0.26,73.38,0.0,0.0,0.0,0.0,0.0,0.0,0.26,73.38,Indian Bank Apps
2023,1,Indian Overseas Bank Apps,0.01,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.31,Indian Overseas Bank Apps
2023,1,IndusInd Bank Apps,0.84,962.09,0.0,0.0,0.0,0.0,0.0,0.0,0.84,962.09,IndusInd Bank Apps
2023,1,Janata Sahakari Bank Apps,0.01,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.98,Janata Sahakari Bank Apps
2023,1,Jio Payments Bank Apps,1.59,108.84,0.0,0.0,0.0,0.0,0.0,0.0,1.59,108.84,Jio Payments Bank Apps
2023,1,Jupiter,2.49,323.88,0.0,0.0,0.0,0.0,0.0,0.0,2.49,323.88,Jupiter
2023,1,Karnataka Bank Apps,0.4,85.81,0.0,0.0,0.0,0.0,0.0,0.0,0.4,85.81,Karnataka Bank Apps
2023,1,Karur Vysya Bank Apps,0.04,15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.04,15.27,Karur Vysya Bank Apps
2023,1,Kotak Mahindra Bank Apps,12.14,2612.59,0.0,0.0,0.0,0.01,0.0,0.0,12.14,2612.6,Kotak Mahindra Bank Apps
2023,1,MakeMyTrip,0.08,35.59,0.0,0.0,0.0,0.0,0.0,0.0,0.08,35.59,MakeMyTrip
2023,1,Mobikwik,3.49,785.48,0.0,0.0,0.0,0.0,0.0,0.0,3.49,785.48,Mobikwik
2023,1,NSDL Payments Bank Apps,0.02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3.0,NSDL Payments Bank Apps
2023,1,Paytm Payments Bank App,1076.75,119647.31,7.75,18.1,0.46,638.22,105.94,19369.36,1190.89,139673.0,Paytm
2023,1,PhonePe,3802.67,651108.51,0.0,0.0,0.0,0.0,0.0,0.0,3802.67,651108.51,PhonePe
2023,1,Punjab National Bank Apps,0.25,82.15,0.0,0.0,0.0,0.0,0.0,0.0,0.25,82.15,Punjab National Bank Apps
2023,1,Punjab Sind Bank Apps,0.04,13.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,13.08,Punjab Sind Bank Apps
2023,1,RBL Bank Apps,1.22,241.36,0.0,0.0,0.09,1.52,0.0,0.0,1.32,242.88,RBL Bank Apps
2023,1,Samsung Pay,5.52,523.73,0.0,0.0,0.0,0.0,0.0,0.0,5.52,523.73,Samsung Pay
2023,1,Slash,0.01,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.68,Slash
2023,1,slice,0.22,45.82,0.0,0.0,0.0,0.0,0.0,0.0,0.22,45.82,slice
2023,1,South Indian Bank Apps,0.19,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.19,56.75,South Indian Bank Apps
2023,1,Standard Chartered Bank Apps,0.15,85.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,85.16,Standard Chartered Bank Apps
2023,1,State Bank of India Apps,4.06,1901.92,0.0,0.0,0.0,0.0,0.0,0.0,4.06,1901.92,State Bank of India Apps
2023,1,Tamilnad Mercantile Bank Apps,0.07,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.07,11.67,Tamilnad Mercantile Bank Apps
2023,1,TataNeu,0.11,14.79,0.0,0.0,0.0,0.0,0.0,0.0,0.11,14.79,TataNeu
2023,1,Transerv,0.01,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.71,Transerv
2023,1,UCO Bank Apps,0.32,101.06,0.0,0.0,0.0,0.0,0.0,0.0,0.32,101.06,UCO Bank Apps
